group	AraportID	expressed_in_6909	expressed_nowhere	anyreads_in_6909	noreads_anywhere	nolocus_in_6909	N_acc_where_expressed.S	N_acc_where_expressed.R	N_acc_where_expressed.F	N_acc_where_expressed.P
AT1SG10003305	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG10003306	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG10003344	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	2
AT1SG10003347	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG10003351	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG10003352	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG10003353	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG10003366	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG10003385	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG10003423	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	0	0
AT1SG10003430	NA	FALSE	FALSE	FALSE	FALSE	TRUE	8	8	7	7
AT1SG10003440	NA	TRUE	FALSE	TRUE	FALSE	FALSE	6	1	25	21
AT1SG10003451	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG10003466	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG10003482	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG10003522	NA	FALSE	FALSE	FALSE	FALSE	FALSE	2	3	0	0
AT1SG10003533	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	8	1
AT1SG10003546	NA	TRUE	FALSE	TRUE	FALSE	FALSE	21	26	23	0
AT1SG10003549	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG10003551	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT1SG10003553	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG10003578	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	0	0
AT1SG10003581	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG10003582	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	0	0
AT1SG10003583	NA	FALSE	FALSE	FALSE	FALSE	TRUE	14	14	12	0
AT1SG10003606	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	0
AT1SG10003611	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT1SG10003615	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	1
AT1SG10003626	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG10003701	NA	FALSE	FALSE	TRUE	FALSE	FALSE	7	3	14	0
AT1SG10003708	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG10003738	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG10003783	NA	TRUE	FALSE	TRUE	FALSE	FALSE	7	10	13	0
AT1SG10003852	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG10003883	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG10003886	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG10003887	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG10003897	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG10003915	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	0	0	0
AT1SG10003916	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	4	3	3
AT1SG10003917	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	0	0	0
AT1SG10003918	NA	FALSE	FALSE	FALSE	FALSE	TRUE	13	12	11	10
AT1SG10003919	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	0	0	0
AT1SG10003924	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG10003928	NA	TRUE	FALSE	TRUE	FALSE	FALSE	5	14	5	0
AT1SG10003965	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	9	2
AT1SG10003969	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG10004072	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT1SG10004281	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG10004335	NA	TRUE	FALSE	TRUE	FALSE	FALSE	2	0	8	20
AT1SG20000017	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	11	23
AT1SG20000061	NA	TRUE	FALSE	TRUE	FALSE	FALSE	12	11	20	0
AT1SG20000073	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	6
AT1SG20000084	NA	TRUE	FALSE	TRUE	FALSE	FALSE	5	7	19	13
AT1SG20000086	NA	TRUE	FALSE	TRUE	FALSE	FALSE	4	0	0	0
AT1SG20000092	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	1
AT1SG20000128	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20000183	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	2	0
AT1SG20000229	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	2	2
AT1SG20000240	NA	TRUE	FALSE	TRUE	FALSE	FALSE	12	11	15	15
AT1SG20000300	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	24	0
AT1SG20000301	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	0
AT1SG20000365	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT1SG20000371	NA	FALSE	FALSE	FALSE	FALSE	TRUE	5	0	0	6
AT1SG20000389	NA	FALSE	FALSE	FALSE	FALSE	TRUE	5	5	5	0
AT1SG20000401	NA	FALSE	FALSE	TRUE	FALSE	FALSE	1	1	7	5
AT1SG20000468	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT1SG20000481	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT1SG20000596	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT1SG20000695	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT1SG20000732	NA	FALSE	FALSE	FALSE	FALSE	FALSE	6	4	14	0
AT1SG20000743	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	7
AT1SG20000806	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20000823	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	16	23
AT1SG20000826	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	25
AT1SG20000827	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT1SG20000836	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT1SG20000848	NA	FALSE	FALSE	TRUE	FALSE	FALSE	3	1	0	0
AT1SG20000881	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20000882	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20000883	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20000884	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20000899	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20000901	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	0	0
AT1SG20000909	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	6
AT1SG20000963	NA	TRUE	FALSE	TRUE	FALSE	FALSE	2	1	15	4
AT1SG20000966	NA	TRUE	FALSE	TRUE	FALSE	FALSE	10	8	23	22
AT1SG20000999	NA	TRUE	FALSE	TRUE	FALSE	FALSE	15	24	24	0
AT1SG20001009	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	3
AT1SG20001029	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	0	0	0
AT1SG20001036	NA	TRUE	FALSE	TRUE	FALSE	FALSE	15	18	21	2
AT1SG20001080	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20001082	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT1SG20001158	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20001290	NA	TRUE	FALSE	TRUE	FALSE	FALSE	9	5	16	1
AT1SG20001336	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT1SG20001375	NA	TRUE	FALSE	TRUE	FALSE	FALSE	26	26	24	8
AT1SG20001440	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	2	2	0
AT1SG20001477	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20001482	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT1SG20001498	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20001507	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	3	0
AT1SG20001526	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	1
AT1SG20001527	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	25
AT1SG20001531	NA	FALSE	FALSE	FALSE	FALSE	FALSE	3	2	2	0
AT1SG20001536	NA	TRUE	FALSE	TRUE	FALSE	FALSE	24	11	7	0
AT1SG20001541	NA	TRUE	FALSE	TRUE	FALSE	FALSE	12	9	24	1
AT1SG20001547	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	24	18
AT1SG20001568	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	2
AT1SG20001622	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT1SG20001624	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20001627	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	0	0	0
AT1SG20001630	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	6	9
AT1SG20001655	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT1SG20001663	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20001665	NA	FALSE	FALSE	TRUE	FALSE	FALSE	1	1	7	1
AT1SG20001684	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20001685	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20001688	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20001689	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	0	0
AT1SG20001691	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT1SG20001712	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT1SG20001713	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT1SG20001719	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT1SG20001725	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20001729	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20001731	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20001732	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT1SG20001740	NA	TRUE	FALSE	TRUE	FALSE	FALSE	4	2	17	17
AT1SG20001742	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20001743	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20001753	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	2	9	6
AT1SG20001754	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	2	2
AT1SG20001755	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	3
AT1SG20001761	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT1SG20001762	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	2	0
AT1SG20001785	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	3
AT1SG20001802	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT1SG20001819	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20001827	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20001830	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT1SG20001833	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20001834	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT1SG20001838	NA	FALSE	FALSE	FALSE	FALSE	FALSE	2	3	2	2
AT1SG20001840	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	2	2
AT1SG20001841	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT1SG20001846	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20001848	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	0	0
AT1SG20001849	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20001855	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	2
AT1SG20001856	NA	TRUE	FALSE	TRUE	FALSE	FALSE	19	17	24	21
AT1SG20001857	NA	TRUE	FALSE	TRUE	FALSE	FALSE	14	12	22	21
AT1SG20001858	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT1SG20001867	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	1	1
AT1SG20001869	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20001884	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20001903	NA	FALSE	FALSE	FALSE	FALSE	FALSE	19	19	18	1
AT1SG20001905	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	1	1
AT1SG20001923	NA	FALSE	FALSE	FALSE	FALSE	FALSE	3	6	3	1
AT1SG20001924	NA	TRUE	FALSE	TRUE	FALSE	FALSE	4	4	4	3
AT1SG20001931	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20001932	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	1	3	2
AT1SG20001947	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20001948	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	1	0
AT1SG20001959	NA	FALSE	FALSE	TRUE	FALSE	FALSE	8	9	8	7
AT1SG20001969	NA	FALSE	FALSE	TRUE	FALSE	FALSE	3	2	3	4
AT1SG20001978	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	3	1
AT1SG20001979	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT1SG20001991	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT1SG20001998	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002009	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002013	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	0	0
AT1SG20002016	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002017	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20002028	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT1SG20002043	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002049	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002050	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002051	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002052	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002053	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002064	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	3	11
AT1SG20002086	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	1	7
AT1SG20002095	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002111	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002114	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT1SG20002117	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002118	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	1	1	0
AT1SG20002123	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT1SG20002129	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002130	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002135	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT1SG20002140	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20002156	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002157	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002175	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT1SG20002176	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	0	0	0
AT1SG20002181	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002182	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20002189	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002192	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002195	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002199	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002204	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	2	1	0
AT1SG20002206	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	2	0
AT1SG20002221	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	10	5
AT1SG20002224	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20002225	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT1SG20002231	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002232	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002233	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002247	NA	FALSE	FALSE	TRUE	FALSE	FALSE	15	13	11	7
AT1SG20002255	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT1SG20002258	NA	TRUE	FALSE	TRUE	FALSE	FALSE	23	22	23	17
AT1SG20002275	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	0
AT1SG20002278	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT1SG20002283	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20002307	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	1	0
AT1SG20002308	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002309	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002310	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	2	0
AT1SG20002311	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	0	0	0
AT1SG20002312	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	1	0
AT1SG20002322	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002348	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002362	NA	TRUE	FALSE	TRUE	FALSE	FALSE	12	9	4	0
AT1SG20002371	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002372	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002373	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002374	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002384	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	0	3	1
AT1SG20002399	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002400	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002401	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002402	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002427	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT1SG20002428	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	0	0	0
AT1SG20002434	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT1SG20002476	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	1	1
AT1SG20002488	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002489	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002490	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	1
AT1SG20002505	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT1SG20002515	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20002516	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	2	0	0
AT1SG20002530	NA	TRUE	FALSE	TRUE	FALSE	FALSE	12	6	23	16
AT1SG20002595	NA	FALSE	FALSE	FALSE	FALSE	TRUE	9	9	9	9
AT1SG20002605	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20002640	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT1SG20002652	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT1SG20002653	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	1	0	0
AT1SG20002694	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002701	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT1SG20002726	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT1SG20002734	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT1SG20002753	NA	FALSE	FALSE	FALSE	FALSE	FALSE	3	0	0	0
AT1SG20002795	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	1	1
AT1SG20002796	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20002797	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	1	1
AT1SG20002805	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20002826	NA	FALSE	FALSE	FALSE	FALSE	FALSE	5	2	3	0
AT1SG20002832	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002852	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	2	2	2
AT1SG20002865	NA	FALSE	FALSE	FALSE	FALSE	TRUE	6	1	0	0
AT1SG20002869	NA	FALSE	FALSE	TRUE	FALSE	FALSE	0	1	4	3
AT1SG20002889	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT1SG20002923	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002924	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20002934	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT1SG20002939	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002946	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20002947	NA	FALSE	FALSE	FALSE	FALSE	TRUE	5	5	4	5
AT1SG20002960	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	18
AT1SG20002983	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003011	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT1SG20003016	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	0	0
AT1SG20003019	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	7	2
AT1SG20003024	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20003027	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT1SG20003028	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003029	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003030	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003032	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003033	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003035	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT1SG20003039	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	2	1	0
AT1SG20003054	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003057	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	0
AT1SG20003058	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	2	0
AT1SG20003063	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	12	0
AT1SG20003065	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT1SG20003073	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	0	0
AT1SG20003074	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT1SG20003076	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20003077	NA	TRUE	FALSE	TRUE	FALSE	FALSE	2	3	1	1
AT1SG20003079	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	4	0	0
AT1SG20003084	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	6	3	0
AT1SG20003089	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT1SG20003097	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	2	0
AT1SG20003123	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	0
AT1SG20003124	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003125	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20003126	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20003127	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003128	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003129	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	1	0
AT1SG20003130	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT1SG20003131	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
