group	AraportID	expressed_in_6909	expressed_nowhere	anyreads_in_6909	noreads_anywhere	nolocus_in_6909	N_acc_where_expressed.S	N_acc_where_expressed.R	N_acc_where_expressed.F	N_acc_where_expressed.P
AT2SG20000341	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	1	1	0
AT2SG20000350	NA	TRUE	FALSE	TRUE	FALSE	FALSE	17	18	18	7
AT2SG20000358	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	1
AT2SG20000359	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	1
AT2SG20000361	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	2	0
AT2SG20000366	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	1
AT2SG20000377	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	2	3
AT2SG20000392	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000394	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000412	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000420	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	1	0
AT2SG20000425	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000457	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT2SG20000458	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000459	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000462	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000466	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	0	0	0
AT2SG20000477	NA	TRUE	FALSE	TRUE	FALSE	FALSE	2	0	4	1
AT2SG20000481	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000483	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT2SG20000484	NA	TRUE	FALSE	TRUE	FALSE	FALSE	3	3	3	2
AT2SG20000497	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000515	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000528	NA	TRUE	FALSE	TRUE	FALSE	FALSE	10	10	13	2
AT2SG20000534	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000537	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000545	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	1
AT2SG20000547	NA	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	3	0
AT2SG20000556	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000557	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT2SG20000566	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000567	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000572	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000579	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000594	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	2
AT2SG20000605	NA	TRUE	FALSE	TRUE	FALSE	FALSE	12	16	13	0
AT2SG20000606	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000607	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000611	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	1
AT2SG20000619	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000640	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT2SG20000714	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000725	NA	FALSE	FALSE	FALSE	FALSE	FALSE	4	4	2	1
AT2SG20000739	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000740	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000742	NA	FALSE	FALSE	FALSE	FALSE	TRUE	12	11	13	1
AT2SG20000743	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000747	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	4
AT2SG20000753	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	1	1
AT2SG20000756	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT2SG20000772	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000780	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	2	0
AT2SG20000784	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	0	0
AT2SG20000787	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT2SG20000816	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000818	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	0	0	0
AT2SG20000821	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000827	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000829	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000835	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	2	1	1
AT2SG20000836	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT2SG20000840	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	0	0
AT2SG20000841	NA	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	1	0
AT2SG20000849	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000851	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	12	20
AT2SG20000854	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000858	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	4	3	1
AT2SG20000859	NA	TRUE	FALSE	TRUE	FALSE	FALSE	1	0	13	15
AT2SG20000876	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	4	3	0
AT2SG20000877	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	0	0
AT2SG20000887	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000905	NA	TRUE	FALSE	TRUE	FALSE	FALSE	22	23	25	24
AT2SG20000908	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT2SG20000909	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000912	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000936	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	0	0	0
AT2SG20000946	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	24	19
AT2SG20000953	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	3	3	0
AT2SG20000954	NA	FALSE	FALSE	FALSE	FALSE	TRUE	13	11	5	0
AT2SG20000960	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	1	0
AT2SG20001001	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20001026	NA	FALSE	FALSE	FALSE	FALSE	TRUE	9	9	8	8
AT2SG20001027	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	0	1	0
AT2SG20001030	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	2	1	1
AT2SG20001031	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT2SG20001041	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT2SG20001042	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20001043	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	1	0
AT2SG20001116	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20001122	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20001161	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	4	3	0
AT2SG20001176	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20001190	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT2SG20001196	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20001229	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20001258	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT2SG20001268	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	2
AT2SG20001278	NA	TRUE	FALSE	TRUE	FALSE	FALSE	22	20	24	0
AT2SG20001288	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	0	0	0
AT2SG20001294	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20001300	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	24	24
AT2SG20001308	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT2SG20001309	NA	FALSE	FALSE	FALSE	FALSE	TRUE	7	6	5	7
AT2SG20001329	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20001330	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	0
AT2SG20001334	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	0
AT2SG20001346	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT2SG20001356	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20001360	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20001374	NA	FALSE	FALSE	FALSE	FALSE	TRUE	6	0	0	0
AT2SG20001390	NA	FALSE	FALSE	FALSE	FALSE	FALSE	3	5	7	4
AT2SG20001391	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	2
AT2SG20001396	NA	FALSE	FALSE	FALSE	FALSE	TRUE	7	7	5	1
AT2SG20001463	NA	FALSE	FALSE	FALSE	FALSE	FALSE	8	7	7	0
AT2SG20001464	NA	FALSE	FALSE	FALSE	FALSE	TRUE	7	7	6	1
AT2SG20001471	NA	TRUE	FALSE	TRUE	FALSE	FALSE	3	6	10	18
AT2SG20001472	NA	TRUE	FALSE	TRUE	FALSE	FALSE	7	9	23	22
AT2SG20001486	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT2SG20001488	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	1	14	16
AT2SG20001503	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	4	4	4
AT2SG20001505	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	1	0
AT2SG20001520	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT2SG20001524	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20001529	NA	TRUE	FALSE	TRUE	FALSE	FALSE	16	25	21	0
AT2SG20001559	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	1
AT2SG20001565	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	0	0
AT2SG20001595	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20001596	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20001608	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT2SG20001652	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20001660	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	1	2	1
AT2SG20001661	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT2SG20001682	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20001683	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20001684	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20001753	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20001754	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20001780	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	1	0
AT2SG20001799	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT2SG20001813	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20001820	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20001824	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT2SG20001825	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20001880	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20001918	NA	TRUE	FALSE	TRUE	FALSE	FALSE	10	14	22	10
AT2SG20002052	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT2SG20002055	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20002062	NA	TRUE	FALSE	TRUE	FALSE	FALSE	25	9	24	5
AT2SG20002087	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT2SG20002151	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20002152	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20002153	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20002170	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	5
AT2SG20002175	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT2SG20002191	NA	TRUE	FALSE	TRUE	FALSE	FALSE	1	0	3	8
AT2SG20002211	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	0	0	0
AT2SG20002297	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT2SG20002324	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	3
AT2SG20002366	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT2SG20002367	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT2SG20002374	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	0	0
AT2SG20002424	NA	TRUE	FALSE	TRUE	FALSE	FALSE	4	9	23	24
AT2SG20002436	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20002437	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20002438	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20002460	NA	TRUE	FALSE	TRUE	FALSE	FALSE	7	7	10	12
AT2SG20002502	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	5	19
AT2SG20002517	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20002519	NA	TRUE	FALSE	TRUE	FALSE	FALSE	23	23	22	1
AT2SG20002520	NA	TRUE	FALSE	TRUE	FALSE	FALSE	25	25	24	0
AT2SG20002554	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	2
AT2SG20002574	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	4	0
AT2SG20002606	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT2SG20002607	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT2SG20002661	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	24
AT2SG20002670	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	0	0	0
AT2SG20002679	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	2
AT2SG20002706	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	0	0
AT2SG20002767	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT2SG20002790	NA	TRUE	FALSE	TRUE	FALSE	FALSE	5	1	9	18
AT2SG20002809	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	1	0
AT3SG10000070	NA	TRUE	FALSE	TRUE	FALSE	FALSE	20	0	0	0
AT3SG10000162	NA	FALSE	FALSE	FALSE	FALSE	TRUE	20	20	19	1
AT3SG10000192	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10000198	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	24	0
AT3SG10000199	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	0
AT3SG10000255	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	1	1
AT3SG10000256	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	1	1
AT3SG10000257	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	1	1
AT3SG10000268	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT3SG10000289	NA	TRUE	FALSE	TRUE	FALSE	FALSE	25	24	23	1
AT3SG10000320	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	0	0	0
AT3SG10000321	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	0	4	0
AT3SG10000338	NA	TRUE	FALSE	TRUE	FALSE	FALSE	22	10	24	0
AT3SG10000355	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	1	1
AT3SG10000399	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	19	18	24
AT3SG10000454	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	3
AT3SG10000455	NA	FALSE	FALSE	TRUE	FALSE	FALSE	6	6	11	5
AT3SG10000459	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10000473	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT3SG10000482	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10000483	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10000484	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10000489	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	1	5	0
AT3SG10000490	NA	FALSE	FALSE	FALSE	FALSE	TRUE	5	5	5	0
AT3SG10000491	NA	FALSE	FALSE	FALSE	FALSE	TRUE	9	3	12	0
AT3SG10000492	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT3SG10000493	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10000494	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10000495	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10000496	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	2	3	0
AT3SG10000497	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	0
AT3SG10000553	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10000572	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG10000573	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	0	0
AT3SG10000601	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10000610	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	25
AT3SG10000639	NA	FALSE	FALSE	TRUE	FALSE	FALSE	2	4	7	0
AT3SG10000668	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10000669	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT3SG10000717	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT3SG10000718	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT3SG10000759	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10000763	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10000770	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10000912	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10000927	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	4	2	1
AT3SG10000932	NA	TRUE	FALSE	TRUE	FALSE	FALSE	17	2	8	0
AT3SG10000974	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	1	1	0
AT3SG10000992	NA	TRUE	FALSE	TRUE	FALSE	FALSE	1	1	6	0
AT3SG10001000	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	25	21
AT3SG10001010	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG10001024	NA	TRUE	FALSE	TRUE	FALSE	FALSE	25	22	23	6
AT3SG10001133	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001134	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001135	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001178	NA	TRUE	FALSE	TRUE	FALSE	FALSE	13	18	24	21
AT3SG10001184	NA	TRUE	FALSE	TRUE	FALSE	FALSE	16	0	17	1
AT3SG10001191	NA	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	0	1
AT3SG10001197	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001202	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT3SG10001211	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	1
AT3SG10001212	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	8	3
AT3SG10001238	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	26	25	0
AT3SG10001266	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT3SG10001283	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001284	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT3SG10001305	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10001348	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	2	1	0
AT3SG10001368	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10001369	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT3SG10001392	NA	FALSE	FALSE	FALSE	FALSE	FALSE	6	6	7	5
AT3SG10001394	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	2
AT3SG10001400	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001428	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT3SG10001434	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10001471	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001507	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	16	22
AT3SG10001512	NA	TRUE	FALSE	TRUE	FALSE	FALSE	3	5	1	0
AT3SG10001529	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG10001530	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG10001560	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT3SG10001567	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001598	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001623	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	1	1	0
AT3SG10001626	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10001631	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10001656	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001662	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001665	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT3SG10001666	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001672	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001685	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG10001686	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG10001687	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG10001692	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001707	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	0	0
AT3SG10001709	NA	FALSE	FALSE	TRUE	FALSE	FALSE	6	13	7	1
AT3SG10001718	NA	FALSE	FALSE	FALSE	FALSE	TRUE	6	5	4	4
AT3SG10001721	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001726	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	0
AT3SG10001732	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	2	2	0
AT3SG10001736	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	2
AT3SG10001749	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001757	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	0	0
AT3SG10001758	NA	FALSE	FALSE	FALSE	FALSE	TRUE	7	7	4	0
AT3SG10001763	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001764	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001765	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001770	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001771	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT3SG10001773	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	3	4	0
AT3SG10001794	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001795	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001798	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001801	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001806	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT3SG10001834	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001838	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10001849	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT3SG10001851	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT3SG10001860	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	2
AT3SG10001863	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001873	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001880	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001884	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT3SG10001948	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT3SG10001958	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
